lon,lat,value
-12.838749950546257,16.68708346357715,18.488212357955643
-12.838749950546257,16.69541679687715,18.696835006418137
-12.838749950546257,16.703750130177152,23.255985873383825
-12.838749950546257,16.71208346347715,28.03656790628425
-12.830416617246255,16.67875013027715,12.206162877524513
-12.830416617246255,16.68708346357715,15.91953231696324
-12.830416617246255,16.69541679687715,18.303791867303808
-12.830416617246255,16.703750130177152,22.543233641384564
-12.830416617246255,16.71208346347715,24.26597708655615
-12.830416617246255,16.72041679677715,32.48563929755208
-12.830416617246255,16.728750130077152,39.443870960842226
-12.830416617246255,16.73708346337715,44.11294822883568
-12.830416617246255,16.74541679667715,37.86315679415621
-12.830416617246255,16.75375012997715,31.878100571042925
-12.822083283946258,16.67041679697715,17.529580649697326
-12.822083283946258,16.67875013027715,10.376601338595782
-12.822083283946258,16.68708346357715,13.078935758289184
-12.822083283946258,16.69541679687715,10.940675488375865
-12.822083283946258,16.703750130177152,23.398993329423543
-12.822083283946258,16.71208346347715,7.615644375786141
-12.822083283946258,16.72041679677715,36.64962305828826
-12.822083283946258,16.728750130077152,46.89566593631982
-12.822083283946258,16.73708346337715,46.134980236648346
-12.822083283946258,16.74541679667715,37.516131425135285
-12.822083283946258,16.75375012997715,28.644305237803305
-12.822083283946258,16.76208346327715,24.412866182532078
-12.822083283946258,16.770416796577152,16.605321854168654
-12.813749950646258,16.66208346367715,35.37655218500388
-12.813749950646258,16.67041679697715,19.219949882625638
-12.813749950646258,16.67875013027715,12.627691348324221
-12.813749950646258,16.68708346357715,13.633824935102467
-12.813749950646258,16.69541679687715,17.043334637794104
-12.813749950646258,16.703750130177152,25.050070666554223
-12.813749950646258,16.71208346347715,27.480893579836014
-12.813749950646258,16.72041679677715,35.53306281506447
-12.813749950646258,16.728750130077152,44.7402438570024
-12.813749950646258,16.73708346337715,45.420762527461015
-12.813749950646258,16.74541679667715,40.31843168371725
-12.813749950646258,16.75375012997715,33.545559628073256
-12.813749950646258,16.76208346327715,25.11905311985123
-12.813749950646258,16.770416796577152,20.794714217480603
-12.813749950646258,16.77875012987715,11.519560355791427
-12.813749950646258,16.78708346317715,14.880764658464699
-12.813749950646258,16.795416796477152,22.989221735047224
-12.813749950646258,16.80375012977715,27.612701346400037
-12.813749950646258,16.81208346307715,33.69555343935706
-12.813749950646258,16.820416796377152,48.84980313246986
-12.813749950646258,16.89541679607715,19.144376133014443
-12.813749950646258,16.90375012937715,24.59434479025061
-12.813749950646258,16.912083462677153,19.65920468811313
-12.813749950646258,16.92041679597715,39.7390985163276
-12.813749950646258,16.92875012927715,50.71015752075206
-12.805416617346255,16.66208346367715,40.4746281805763
-12.805416617346255,16.67041679697715,27.943746022644337
-12.805416617346255,16.67875013027715,13.056873333368936
-12.805416617346255,16.68708346357715,10.214429935231244
-12.805416617346255,16.69541679687715,12.92828456435646
-12.805416617346255,16.703750130177152,22.82180351371691
-12.805416617346255,16.71208346347715,26.982393743249062
-12.805416617346255,16.72041679677715,29.474725278865648
-12.805416617346255,16.728750130077152,35.401876021418026
-12.805416617346255,16.73708346337715,42.06941716886551
-12.805416617346255,16.74541679667715,32.465291772425054
-12.805416617346255,16.75375012997715,29.48206326396194
-12.805416617346255,16.76208346327715,23.57041298601117
-12.805416617346255,16.770416796577152,14.617472107138093
-12.805416617346255,16.77875012987715,11.621358744180316
-12.805416617346255,16.78708346317715,13.31373749486783
-12.805416617346255,16.795416796477152,15.477345924797481
-12.805416617346255,16.80375012977715,24.37118446391307
-12.805416617346255,16.81208346307715,28.591440353118454
-12.805416617346255,16.820416796377152,34.87909358119042
