lon,lat,value
-12.838749950546257,16.68708346357715,13.003602692578028
-12.838749950546257,16.69541679687715,12.582289566938533
-12.838749950546257,16.703750130177152,14.946678984297089
-12.838749950546257,16.71208346347715,17.535709920941994
-12.830416617246255,16.67875013027715,9.446208642418162
-12.830416617246255,16.68708346357715,11.164295174745972
-12.830416617246255,16.69541679687715,12.435313928617791
-12.830416617246255,16.703750130177152,14.738539579297578
-12.830416617246255,16.71208346347715,15.373225230512178
-12.830416617246255,16.72041679677715,19.722805234866435
-12.830416617246255,16.728750130077152,23.442533690458045
-12.830416617246255,16.73708346337715,26.255698179431796
-12.830416617246255,16.74541679667715,23.329602188662463
-12.830416617246255,16.75375012997715,21.65030392460819
-12.822083283946258,16.67041679697715,17.441996733948578
-12.822083283946258,16.67875013027715,9.070889728148833
-12.822083283946258,16.68708346357715,9.928970866170745
-12.822083283946258,16.69541679687715,11.785194923855258
-12.822083283946258,16.703750130177152,15.466439976536405
-12.822083283946258,16.71208346347715,16.527810551651402
-12.822083283946258,16.72041679677715,22.505686940530985
-12.822083283946258,16.728750130077152,27.86844203969627
-12.822083283946258,16.73708346337715,26.553190467668845
-12.822083283946258,16.74541679667715,22.571249481595324
-12.822083283946258,16.75375012997715,18.72744998364607
-12.822083283946258,16.76208346327715,16.952589169873892
-12.822083283946258,16.770416796577152,13.377799721102095
-12.813749950646258,16.66208346367715,35.41917134828504
-12.813749950646258,16.67041679697715,19.22917007613911
-12.813749950646258,16.67875013027715,10.379462483096042
-12.813749950646258,16.68708346357715,10.755508544228796
-12.813749950646258,16.69541679687715,12.397482137967392
-12.813749950646258,16.703750130177152,16.399197143546075
-12.813749950646258,16.71208346347715,18.002558359194037
-12.813749950646258,16.72041679677715,22.42869833444935
-12.813749950646258,16.728750130077152,27.662070368324827
-12.813749950646258,16.73708346337715,27.693059725276267
-12.813749950646258,16.74541679667715,25.159811708254885
-12.813749950646258,16.75375012997715,22.408410971773407
-12.813749950646258,16.76208346327715,17.257829029828173
-12.813749950646258,16.770416796577152,15.935715238036945
-12.813749950646258,16.77875012987715,11.474783625608003
-12.813749950646258,16.78708346317715,14.061430258210306
-12.813749950646258,16.795416796477152,22.762264288446318
-12.813749950646258,16.80375012977715,27.59476809002153
-12.813749950646258,16.81208346307715,31.23711767208272
-12.813749950646258,16.820416796377152,43.64900734306776
-12.813749950646258,16.89541679607715,16.399883451818283
-12.813749950646258,16.90375012937715,20.452394570789963
-12.813749950646258,16.912083462677153,19.733638244293914
-12.813749950646258,16.92041679597715,35.84870477391463
-12.813749950646258,16.92875012927715,44.78397073077163
-12.805416617346255,16.66208346367715,51.53241029289001
-12.805416617346255,16.67041679697715,24.775304641780394
-12.805416617346255,16.67875013027715,10.74874468872121
-12.805416617346255,16.68708346357715,10.286283054285825
-12.805416617346255,16.69541679687715,10.761468144851639
-12.805416617346255,16.703750130177152,16.74754766146815
-12.805416617346255,16.71208346347715,18.887751905221283
-12.805416617346255,16.72041679677715,19.071976042068407
-12.805416617346255,16.728750130077152,22.201802872260913
-12.805416617346255,16.73708346337715,26.129478261076848
-12.805416617346255,16.74541679667715,20.67238356360405
-12.805416617346255,16.75375012997715,19.91941586937233
-12.805416617346255,16.76208346327715,16.464907446436484
-12.805416617346255,16.770416796577152,11.663089827144953
-12.805416617346255,16.77875012987715,11.460099721361514
-12.805416617346255,16.78708346317715,13.251737255306596
-12.805416617346255,16.795416796477152,15.404793439857146
-12.805416617346255,16.80375012977715,24.371312359408766
-12.805416617346255,16.81208346307715,28.416247039094568
-12.805416617346255,16.820416796377152,34.01668021536715
-12.805416617346255,16.82875012967715,38.224640019872126
-12.805416617346255,16.83708346297715,31.535019845516658
-12.805416617346255,16.84541679627715,24.49530622335451
-12.805416617346255,16.85375012957715,18.954325959757618
-12.805416617346255,16.862083462877152,12.879276346671897
-12.805416617346255,16.87041679617715,12.6624413337654
-12.805416617346255,16.87875012947715,10.152277563661697
-12.805416617346255,16.887083462777152,14.087709212701457
-12.805416617346255,16.89541679607715,13.696581610559141
-12.805416617346255,16.90375012937715,16.70490170288685
-12.805416617346255,16.912083462677153,17.11722196207579
-12.805416617346255,16.92041679597715,23.429465814438515
-12.805416617346255,16.92875012927715,27.96746029626509
-12.805416617346255,16.93708346257715,34.54511620746811
-12.805416617346255,16.94541679587715,28.666204623127978
-12.805416617346255,16.953750129177152,29.28655404167278
-12.797083284046256,16.66208346367715,44.631791466892516
-12.797083284046256,16.67041679697715,28.877339801477994
-12.797083284046256,16.67875013027715,10.190580818573679
-12.797083284046256,16.68708346357715,10.870728223790575
-12.797083284046256,16.69541679687715,11.651240199866049
-12.797083284046256,16.703750130177152,12.021069677222778
-12.797083284046256,16.71208346347715,14.249140297299501
-12.797083284046256,16.72041679677715,16.045401796586887
-12.797083284046256,16.728750130077152,21.560083015516977
-12.797083284046256,16.73708346337715,18.76796152090482
-12.797083284046256,16.74541679667715,16.691799186049522
-12.797083284046256,16.75375012997715,15.747586396639978
-12.797083284046256,16.76208346327715,13.018471566220773
-12.797083284046256,16.770416796577152,13.102851208541885
-12.797083284046256,16.77875012987715,11.21860102586939
-12.797083284046256,16.78708346317715,9.998539757721272
-12.797083284046256,16.795416796477152,13.32355963228102
-12.797083284046256,16.80375012977715,21.954350714785985
-12.797083284046256,16.81208346307715,32.31440587117012
-12.797083284046256,16.820416796377152,35.56760738199415
-12.797083284046256,16.82875012967715,34.830094337051804
-12.797083284046256,16.83708346297715,29.625332892600408
-12.797083284046256,16.84541679627715,24.445642944867288
-12.797083284046256,16.85375012957715,16.225428988060255
-12.797083284046256,16.862083462877152,11.649643143570458
-12.797083284046256,16.87041679617715,10.725132952871624
-12.797083284046256,16.87875012947715,10.306777908878441
-12.797083284046256,16.887083462777152,12.68472076891459
-12.797083284046256,16.89541679607715,11.286020067473983
-12.797083284046256,16.90375012937715,14.710655216829942
-12.797083284046256,16.912083462677153,15.218567708161737
-12.797083284046256,16.92041679597715,23.659029467598657
-12.797083284046256,16.92875012927715,20.68026568213571
-12.797083284046256,16.93708346257715,24.075740833748647
-12.797083284046256,16.94541679587715,24.60106198939359
-12.797083284046256,16.953750129177152,26.18546374021759
-12.797083284046256,16.96208346247715,26.753738392083516
-12.797083284046256,16.97041679577715,24.187393130821427
-12.788749950746258,16.65375013037715,73.69267210838245
-12.788749950746258,16.66208346367715,68.77283490554927
-12.788749950746258,16.67041679697715,24.36788816264816
-12.788749950746258,16.67875013027715,12.085847419930595
-12.788749950746258,16.68708346357715,12.725119289982663
