lon,lat,value
-12.838749950546257,16.68708346357715,15.774754727877607
-12.838749950546257,16.69541679687715,16.992424256813376
-12.838749950546257,16.703750130177152,22.294719350776656
-12.838749950546257,16.71208346347715,27.19952851434894
-12.830416617246255,16.67875013027715,10.828824062277267
-12.830416617246255,16.68708346357715,14.334648406233972
-12.830416617246255,16.69541679687715,17.073290145306288
-12.830416617246255,16.703750130177152,21.75131858871442
-12.830416617246255,16.71208346347715,23.7017967322666
-12.830416617246255,16.72041679677715,31.1745174540821
-12.830416617246255,16.728750130077152,38.132358526479095
-12.830416617246255,16.73708346337715,42.46824304271273
-12.830416617246255,16.74541679667715,37.14943062886873
-12.830416617246255,16.75375012997715,29.699600405405604
-12.822083283946258,16.67041679697715,17.50762473745047
-12.822083283946258,16.67875013027715,9.739108553447657
-12.822083283946258,16.68708346357715,13.078934015126908
-12.822083283946258,16.69541679687715,16.468346018024068
-12.822083283946258,16.703750130177152,23.06821928986704
-12.822083283946258,16.71208346347715,7.162451397232944
-12.822083283946258,16.72041679677715,35.50633441973515
-12.822083283946258,16.728750130077152,44.778156645620555
-12.822083283946258,16.73708346337715,45.45943868893643
-12.822083283946258,16.74541679667715,36.6620673718003
-12.822083283946258,16.75375012997715,27.236212920497017
-12.822083283946258,16.76208346327715,23.514550503329588
-12.822083283946258,16.770416796577152,16.605319610647577
-12.813749950646258,16.66208346367715,35.36138544166833
-12.813749950646258,16.67041679697715,19.217873665055823
-12.813749950646258,16.67875013027715,11.808938723816324
-12.813749950646258,16.68708346357715,12.965219169479102
-12.813749950646258,16.69541679687715,16.792830853924098
-12.813749950646258,16.703750130177152,24.962742487567752
-12.813749950646258,16.71208346347715,26.902538435414716
-12.813749950646258,16.72041679677715,34.463210291938424
-12.813749950646258,16.728750130077152,41.107188853146816
-12.813749950646258,16.73708346337715,41.860109125215914
-12.813749950646258,16.74541679667715,36.279688055417736
-12.813749950646258,16.75375012997715,28.43497683381367
-12.813749950646258,16.76208346327715,23.172604970291278
-12.813749950646258,16.770416796577152,18.570339987594988
-12.813749950646258,16.77875012987715,13.739733729835589
-12.813749950646258,16.78708346317715,16.70646594915555
-12.813749950646258,16.795416796477152,22.88596546334767
-12.813749950646258,16.80375012977715,27.761351904417726
-12.813749950646258,16.81208346307715,33.69555208133447
-12.813749950646258,16.820416796377152,46.2610115978011
-12.813749950646258,16.89541679607715,17.896205012269
-12.813749950646258,16.90375012937715,22.681530264528945
-12.813749950646258,16.912083462677153,19.626849784132787
-12.813749950646258,16.92041679597715,32.84731145710746
-12.813749950646258,16.92875012927715,40.30343781680285
-12.805416617346255,16.66208346367715,48.485587292175914
-12.805416617346255,16.67041679697715,26.455294562746218
-12.805416617346255,16.67875013027715,13.007658851677276
-12.805416617346255,16.68708346357715,12.8110786218704
-12.805416617346255,16.69541679687715,12.928283185518794
-12.805416617346255,16.703750130177152,20.519658802626093
-12.805416617346255,16.71208346347715,25.3916461730714
-12.805416617346255,16.72041679677715,29.474719438601937
-12.805416617346255,16.728750130077152,34.943140355326996
-12.805416617346255,16.73708346337715,38.63377755921087
-12.805416617346255,16.74541679667715,30.629956490052667
-12.805416617346255,16.75375012997715,25.1878563423837
-12.805416617346255,16.76208346327715,21.37040677859568
-12.805416617346255,16.770416796577152,14.617470506106581
-12.805416617346255,16.77875012987715,12.067595918839618
-12.805416617346255,16.78708346317715,13.365638524192015
-12.805416617346255,16.795416796477152,17.75194116745542
-12.805416617346255,16.80375012977715,22.77483906752051
-12.805416617346255,16.81208346307715,28.524621326459098
-12.805416617346255,16.820416796377152,34.52205858521926
-12.805416617346255,16.82875012967715,41.324039480391775
-12.805416617346255,16.83708346297715,34.924703173921266
-12.805416617346255,16.84541679627715,24.592018934488173
-12.805416617346255,16.85375012957715,22.390354906155594
-12.805416617346255,16.862083462877152,14.87081157852222
-12.805416617346255,16.87041679617715,14.741185193350345
-12.805416617346255,16.87875012947715,12.30400620202583
-12.805416617346255,16.887083462777152,16.473623880352825
-12.805416617346255,16.89541679607715,13.494590845540175
-12.805416617346255,16.90375012937715,16.886553990363065
-12.805416617346255,16.912083462677153,17.129453603819528
-12.805416617346255,16.92041679597715,24.296525676655982
